,GEOID,POP,FULL_NAME,LAT,LON,DISTANCE_TO_TOP_RIGHT
82,5036,39155921000,Census Tract 9210  Trumbull County  Ohio,41.2549396,-80.8448781,0.7849635289264099
83,3743,39155931500,Census Tract 9315  Trumbull County  Ohio,41.1727904,-80.561491,0.7853733756250009
84,3602,39155930600,Census Tract 9306  Trumbull County  Ohio,41.318539200000004,-80.9494197,0.792072291843691
85,3829,39155921600,Census Tract 9216  Trumbull County  Ohio,41.2146057,-80.78132509999999,0.7929952693528037
86,2177,39155920800,Census Tract 9208  Trumbull County  Ohio,41.238811600000005,-80.83132859999999,0.7935271858787488
87,5349,39055312201,Census Tract 3122.01  Geauga County  Ohio,41.5827828,-81.206647,0.7948652777610081
88,4391,39155931601,Census Tract 9316.01  Trumbull County  Ohio,41.1628849,-80.57133990000001,0.7954256134012062
89,5764,39155932701,Census Tract 9327.01  Trumbull County  Ohio,41.1952066,-80.741536,0.7962826048999981
90,3627,39085202600,Census Tract 2026  Lake County  Ohio,41.7377934,-81.32084379999999,0.8008217821328265
91,3251,39155920900,Census Tract 9209  Trumbull County  Ohio,41.2437815,-80.8554375,0.8022712503122477
92,2990,39155932801,Census Tract 9328.01  Trumbull County  Ohio,41.197278600000004,-80.7632902,0.8026271787056342
93,998,39155920500,Census Tract 9205  Trumbull County  Ohio,41.2131079,-80.8013704,0.8038093931393594
94,2332,39155933100,Census Tract 9331  Trumbull County  Ohio,41.2596456,-80.8854973,0.805134489879688
