,lat,lon
0,39.1817604,-84.7685345
1,39.2951502,-83.8643882
2,39.0698047,-82.61950420000001
3,39.870954,-84.76850350000001
4,39.8844348,-83.44444990000001
5,39.7836919,-82.2698363
6,39.7340099,-80.90789000000001
7,40.5931198,-84.6571155
8,40.5642383,-83.3030251
9,40.4207745,-82.46896219999999
10,40.618187899999995,-80.5765215
11,40.938528999999996,-81.46705949999999
12,41.5932834,-84.7241318
13,41.3890385,-83.0167364
14,41.376980200000006,-82.1179568
15,41.9414505,-80.5691543
